label,sentence1,sentence2
0,"The Media Line reached out to several Israeli media and communications experts, but all declined to comment, some of them apparently unwilling to touch what may be a political hot potato.",hot potato
0,That was another hot potato because Trump had badmouthed Pence and he was not sure the vice-president had forgiven him to the point of honouring him with a pardon.,hot potato
0,"While an outside referee can solve the hot potato problem for technical executives and politicians, it still leaves a small number of individuals making judgments that erode the rights of millions.",hot potato
0,"If he makes it, he’ll be a hot potato for the Diamondbacks and Red Sox.",hot potato
1,"The pain and sadness in Gaga's face is clear at such moments — but never more so than in an extraordinarily moving sequence in which Tony (a man she calls 'an incredible mentor, and friend, and father figure') sings a solo passage of a love song,"" he wrote.",love song
1,"Hart wrote what can be considered an “I love you anyway” love song lyric; rather than idealize the beloved, it does the very opposite, even specifying their foibles and fumbles, yet concluded with a declaration of love.",love song
1,"We wrote another love song, as we always do.",love song
1,"To make amends, he hires a composer to write her a love song, which he plans to take credit for.",love song
1,"The pain and sadness in Gaga's face is clear at such moments — but never more so than in an extraordinarily moving sequence in which Tony sings a solo passage of a love song,"" writes AARP.",love song
1,"Toby Keith isn't a guy who shows a lot of emotion publicly, but his focus and expressions during this cover of his best love song proves his heart is soft.",love song
1,"According to the ""God's Country"" singer, ""Minimum Wage"" is ""literally a love song about how if times are tight and you ain’t got much money — as long as you have love and you’re happy — at the end of the day, that’s all any of us can really hope for.""",love song
1,Willow” is a love song about getting to know someone.,love song
1,Submit your original 60 second love song and we could be sending you and your 'greatest love' to Palm Cove for the ultimate romantic staycation weekend!,love song
1,Write them an original love song worthy of a Valentines Day serenade!,love song
1,"Music is proven to have a calming effect on dogs, and what could be more calming than a love song composed specifically for you?",love song
1,"Instead of dwelling over past loves, obsessing over new crushes, and worrying about the perfect way to express our sentiments, we can listen to an old love song that will state our feels directly and efficiently (without any Mercurial blunders).",love song
1,"Wick to Handle’ is just a love song about waiting for your future significant other to become available,” Hogeland said.",love song
1,"Some sad love songs are grand and sweeping, but Billie Eilish's ""when the party's over"" cuts in the complete other direction.",love song
1,"Poppy Ajudha has returned with her first release of 2021 ""Weakness"", which she describes as a love song ""about feeling out of control and at the mercy of someone else"".",love song
1,What sets this love song apart is it is high on energy.,love song
1,This is a love song.,love song
1,"Per a press release, frontman Kav Temperley called the forthcoming track “an isolation love song”.",love song
1,Ken also has another round of the legendary PopMaster music quiz and your dedications with today's love song.,love song
1,It is a long-distance love song so old that it references Skype!,love song
1,"The Netflix documentary, ""A Love Song for Latasha,"" looks at the life of the teenager who had big dreams for the future.",love song
1,"Next to perform was Jamie, who sang “Love Song” and showed her emotional range, but was unable to win against Changmin.",love song
1,Participants making a $25 donation to Midcoast Youth Center are eligible to play the Love Song Scramble word game.,love song
1,"As the American Idol star belted out Another Sad Love Song by Toni Braxton, she appeared close to tears.",love song
0,Bears fans already are dreaming about reaching off their horse to grab the brass ring that is Watson — assuming he would approve a trade to a team that didn’t bother to interview him during a draft process that yielded Mitch Trubisky in 2017.,brass ring
0,"I pushed really hard, and I wanted that brass ring, but when I think back to that period of time, I realize that I got a liberal arts degree at Maryville College, and they taught me I could be successful in whatever I do,” he said.",brass ring
0,"Wallethub released the 2021's Best & Worst States for Singles study on Monday, and Florida took the brass ring as the ""Best State for Singles"" with a score of 69.54.",brass ring
0,"But simply reaching for the brass ring doesn’t always work, whatever the inspirational posters tell you.",brass ring
0,"At Northern California's Santa Cruz Beach Boardwalk, we hop on the Loeff carousel (circa 1911), where brave riders can still lean out and grab for the ""brass ring.""",brass ring
0,"The idea of being free of risk from the virus — going to restaurants without fear, shopping without a mask, having family over for a meal or to celebrate a milestone or holiday — is the brass ring in this pandemic.",brass ring
0,Hosting on Fox News is the brass ring for talent.,brass ring
0,"As transformative as a vaccine for HIV and the flu would be, mRNA also has the potential for claiming a brass ring in modern medicine: a cure for cancer.",brass ring
0,"To me, the fact that these works are diverse and also spectacular and successful, that’s the the brass ring.",brass ring
0,He went for the brass ring no matter how high it was.,brass ring
0,"Now that they are over and as the 2020 Democratic candidates continue to fight for that brass ring called the nomination, what lies ahead?",brass ring
0,Bowness has coached more games than anyone in NHL history but the Stanley Cup has become an elusive brass ring.,brass ring
0,He needs to get the brass ring one of these years.,brass ring
0,"On several days, I’ve been able to claim first tracks on fresh powder downhills and the windy trails that got me there; the visual of a forest blanketed in deep snow is a brass ring for many skiers, and it is for fat bikers, too.",brass ring
0,"TotalAV missed the brass ring by half a point, but its score of 17.5 points still merits the title of Top Product.",brass ring
0,The couples prepare to wow the celebrity judges with their stage chemistry and musical talents and grab the brass ring.,brass ring
0,"It's ok to work in short bursts of intense activity, with a laser focus on getting results and reaching for the brass ring.",brass ring
1,The outer brass rings can be used for telling the time in both Western and Chinese cultures.,brass ring
1,"Her clothing was scattered nearby, along with a brass ring with the initial ""P.""",brass ring
1,"Bottle, ink, teakettle shape, eight-sided, cobalt blue glass, domed top, cylindrical spout, brass ring and cap, 1875-1890, 2⅜ inches, $1,670.",brass ring
1,"In the center of the back, a sturdy brass ring provides a sole attachment point.",brass ring
1,The inner brass ring marks the seasons.,brass ring
1,A brass ring is seen at the point of attachment of the linga to the pedestal.,brass ring
1,"When not in use, the turret rested on a brass ring on the deck that was intended to form a watertight seal.",brass ring
1,The glass on a Clanny was secured by a large diameter brass ring which could be hard to tighten securely.,brass ring
1,I’d add riding the carousel and trying to catch the brass ring without losing a finger.,brass ring
1,"But if you have successfully yanked that brass ring on your golden parachute, perhaps you can spend your twilight years at the Villages, a sprawling retirement community north of Orlando, Florida.",brass ring
1,"Brass Ring Pub is such a hit in Palm Beach County there are two locations, one in North Palm Beach and another in Royal Palm Beach.",brass ring
1,"The Big Brass Ring is an Drama, Thriller movie that was released in 1999 and has a run time of 1 hr 44 min.",brass ring
1,"The Big Brass Ring is available to watch free on Tubi TV and stream, download, rent on demand at iTunes online.",brass ring
1,"Both operated by Brass Ring Amusements, the attractions are located in Waterfront Park (on Front Street in front of Rio City Café).",brass ring
1,The IAAPA Brass Ring Awards are one of the global attractions industry’s most prestigious honours.,brass ring
1,"Rupsha Bhattacharyya, 30, was arrested Tuesday by Nassau County police and accused of withdrawing and transferring nearly $55,000 from an Apple Bank account between Aug. 16, 2019, and May 5, 2020, according to a felony complaint filed in First District Court in Hempstead.",bank account
1,"But her payment for this round of economic relief went to an account she did not recognize.Americans can expect to start seeing $600 in their bank accounts as the federal government's second round of stimulus payments is being sent out, the Treasury Department and the Internal Revenue Service said.The first payments started going out on Dec. 29 and will continue to be sent through Jan. 15.",bank account
1,Fintech Apps allow you to access your bank account from your smartphone and give you access to many cool features like spending tracking and money management alerts that you don't get with regular online banking.,bank account
1,"If you’re running a limited company, partnership or trust, however, you are obliged to keep your business and personal finances separate, and although there is no law requiring you to open a business bank account this is the easiest way to achieve this.",bank account
1,The Exhibition Road branch in Patna of Kotak Mahindra Bank had funds of National Highways Authority of India (NHAI) parked in the bank account operated by the district land acquisition officer for acquiring land for different government road projects.,bank account
1,I have all the documentary evidence to prove the above beyond doubt including the BSI bank Swiss bank account cheque used for the transaction from Hong Kong.,bank account
1,"China, Britain and Ireland are the only countries outside the United States where Trump maintains a bank account.",bank account
1,"While this could potentially add an extra step to the process of opening an offshore bank account, if you’re prepared, it shouldn’t cause a denial.",bank account
1,"Before you look at our business bank account deals or business accounts without a credit check, it’s worth determining whether you need a business bank account for your enterprise.",bank account
1,"President Trump has maintained a bank account in China for years while pursuing hotel deals and other business projects in the region, according to a report Wednesday.",bank account
1,"Since the IRS didn't open up direct deposit registration through the Get My Payment tracking tool, anyone who closed or changed bank accounts between the first and second checks was unable to make the correction.",bank account
1,"However, while you will need to check the details with your bank, from a legal perspective it’s absolutely fine to operate as a sole trader without opening a business bank account.",bank account
1,"Federal investigators allege that roughly nine months later, Gorovodsky liquidated the woman's bank account, transferring more than $250,000 into his own account.",bank account
1,"Finally, don’t forget that a business bank account will provide you with borrowing capacity that may extend beyond that of your personal bank allowance.",bank account
1,"With over 60 different business bank accounts in our database, our comparison table makes searching for a great match for your business that much easier (and quicker).",bank account
1,"A complaint has been filed seeking a probe into Mukul Deora's alleged benami entity and benamidar Swiss bank account, used for development funding the Netflix film, 'The White Tiger'.",bank account
1,"Tell them: “Mother made me the joint owner on her bank account, and I’m very grateful that she did.”",bank account
1,Judge Rowland Mvundula said the former president had made an application at a time when he was actually able to access his bank accounts.,bank account
1,Another police source privy to the investigation said a senior officer of Kotak Mahindra Bank at Exhibition Road is also under scanner as his banking credentials were used in making most of the fraudulent transactions from the government account to other bank accounts.,bank account
0,"It is one thing leading the pack in January, however, another is the acid test that Sunday’s trip to champions Liverpool will provide for a United revival that few saw coming earlier this season.",acid test
0,"This will be an acid test, and certainly we as developing countries, as international actors here at the United Nations, we must press for this equity.”",acid test
0,"This was the acid test, two teams so far below their usual standards, playing for postseason survival instead of a top seed, both coming off losses that could charitably be described as embarrassing.",acid test
0,I’m pleased to report to you that I have successfully passed that acid test for 2021 with a check I wrote out several days ago.,acid test
0,Checks aren’t used nearly as much now as they once were but I have always considered the acid test of adapting to the requirements of a new year to be the simple act of using the CORRECT year when you put the date on a check.,acid test
0,Mumbai: Maha Vikas Aghadi faces acid test to win Speaker’s election without a split in votes ,acid test
0,"Even though the Maha Vikas Aghadi government claims it has the support of 171 legislators in the legislative assembly, it faces an acid test during the elections to assembly Speaker.",acid test
0,The acid test will be whether the results are any better.,acid test
0,Ankush is well aware about the risk but he believes it’s an acid test for him.,acid test
1,China's National Health Commission (NHC) announced on January 20 that people returning home during the Spring Festival holidays must have a negative nucleic acid test result taken within the previous seven days before they can return home.,acid test
1,"The reduction in prices of nucleic acid testing will help further ease the public pressure on testing, Zeng Yixin, deputy a director of the NHC, told a press conference of the State Council on Wednesday.",acid test
1,"By the end of 2020, more than half of China's provinces had lowered the prices of novel coronavirus nucleic acid testing in public hospitals.",acid test
1,"On Jan. 8, a nucleic acid test laboratory named Huoyan, or Fire Eye, was built in only 10 hours and put into use in 21 hours in Shijiazhuang.",acid test
1,China's daily nucleic acid testing capacity surpasses 15 million,acid test
1,"Without the nucleic acid test result, I could not check into a hotel.",acid test
1,If I were to go to Beijing (I'd need) and have to go with a negative nucleic acid test from the past seven days.,acid test
1,"Let me see the nucleic acid test result,” he said.",acid test
1,One of those ways is called the acid test.,acid test
1,I’m not really worried about getting a nucleic acid test.,acid test
1,"The Verigene Enteric Pathogens Nucleic Acid Test (Verigene EP test) (Luminex Corporation) is an automated system based on microarray technology that enables simultaneous detection of enteric pathogens faster (3 h or less, including handling time) than conventional stool culture3.",acid test
1,"While no mere audio recording could ever capture an Acid Test experience, this one does manage to capture some of the spontaneous free-formlessness and remains one of the earliest (if not the earliest) examples of a live Grateful Dead recording, when they were essentially still a cover band playing for dancers.",acid test
1,"In an effort to broadcast their lifestyle, the Pranksters publicize their acid experiences and the term Acid Test comes to life.",acid test
0,"He drove around America challenging people to take his ""acid tests"" — and thus helped start the entire hippie movement.",acid test
0,He set out with a group called the Merry Pranksters in order to conduct his acid tests with anyone that he could find. ,acid test
0,"Artists, musicians, and even members of the Hells Angels flocked out to Ken Kesey’s acid tests both to party and to become, as they would say, ""aware.""",acid test
0,"A Freudian slip, named after the Austrian neurologist Sigmund Freud, is an error mostly expressed in speech that reveals a subconscious or internal wish or thought.",freudian slip
0,"Interviewer George Stephanopoulus, former senior political advisor and White House communications director to former Democratic president Bill Clinton, did what he could to gloss over what may have been a Freudian slip, but the damage was done.",freudian slip
0,"I’ve got a root for the Patr...uh, the Buccaneers,” he said with a bit of a Freudian slip.",freudian slip
0,"Interestingly, Gettleman didn't mention Matt Peart, presumably just an oversight (or is that perhaps a Freudian slip?)",freudian slip
0,"And the word Freudian commonly refers to the Viennese psychoanalyst’s views on sexuality, with only the lesser-used “Freudian slip” pointing to his theory of the unconscious.",freudian slip
0,"The Supreme Court also noted that when Dorney corrected one of her misstatements, she told jurors it was a ""Freudian slip,"" which implied that her two prior misstatements ""were not simply innocent slips of the tongue that the jury should disregard,"" the Supreme Court noted, and ""could only have compounded any misunderstanding that the jury may have had regarding the proper standard of proof.""",freudian slip
0,"However, the clarification has not satisfied all the enthusiastic social media users who continue to believe that the first tweet was just a Freudian slip from a Tata employee.",freudian slip
0,We'll let the shrinks sort out if this was a brain fart or a Freudian slip.,freudian slip
0,Senate Majority Leader Chuck Schumer became the subject of social media trolls after had an amusing Freudian slip while addressing the Senate on Friday about former President Donald Trump's impeachment.,freudian slip
0,"Since there is no elaboration, it is hard to say if this was unintended or is an example of a Freudian slip.",freudian slip
0,"You referred to it as “herd mentality,” a rather Freudian slip.",freudian slip
0,The Freudian slip occurred when the English-voiced announcer introduced UTV’s View from Stormont on Monday evening.,freudian slip
0,"Netanyahu's Freudian Slip, saying the United States, then correcting himself, and saying the United Arab Emirates, was later cleaned up, i.e.",freudian slip
0,"In characterizing her own erroneous instruction to the jury as a ‘Freudian slip,’ the trial judge conveyed to the jury her belief that Noel was guilty,” she wrote.",freudian slip
0,"Former New York City Mayor Mike Bloomberg continued to be a target at the Democratic presidential debate Tuesday night, but Twitter wasn't any kinder, as some accused him of making a ""Freudian slip"" about his involvement in the 2018 midterm elections.",freudian slip
0,"Amitabh Kant, Niti Aayog CEO, through a major Freudian slip – which he considers just a slip of the tongue that was taken out of context – precisely revealed the central line of thought in an exasperated flash on December 8.",freudian slip
0,Schumer's Freudian slip was immediately picked up by social media users and it went viral with Twitter exploding with jokes.,freudian slip
0,BBC News’ Ireland correspondent Emma Vardy called the mistake a “Freudian slip” but said it had her in “stitches”.,freudian slip
0,I accidentally wrote “anytime I was onscreen” right there and that Freudian slip will tell you a lot about my life.),freudian slip
0,"If there's a misspelled word in a headline or a Freudian slip in a story, it'll be noticed and glorified forever.",freudian slip
0,"Biden made what might have been a Freudian slip when he told Iowans in 2019 that ""We choose truth over facts.""",freudian slip
0,In the process he made either a Freudian slip or an innocent slip of the tongue.,freudian slip
0,"Dorney corrected herself, saying “No that was a Freudian slip.”",freudian slip
0,It feels like there is still a lack of understanding about what truly accessible accommodation looks like and we need universities to do more than pay lip service to it.,lip service
0,"As Joe explains, he received a lot of ""lip service,"" but ultimately felt feeling that Clubhouse was not entirely occupied with his concerns.",lip service
0,And we’ve been pushing for over a year now for the Irish Government to move beyond lip service that they would address issues to do with the unsolved 500 murders on the Border that were of British people in their jurisdiction and then dumped on our Border.”,lip service
0,"Even worse, it shows that their adherence to the International Holocaust Remembrance Alliance’s definition of the term, which has been accepted by the Biden administration as well as dozens of other governments, is mere lip service.",lip service
0,"Two weeks later, Biden continues to pay lip service to the kingdom’s defense, but apparently not at the cost of eradicating the source of the attacks — which is hardly going to deter the Houthi or their IRGC enablers.",lip service
0,"Disparate plot threads which hint at larger storylines are barely given lip service, meaning that clarity is lacking.",lip service
0,"With regard to the Palestinian issue, she said they are “paying lip service to the idea of peace, but at the same time their actions are undermining it.”",lip service
0,Good intentions didn't fade away; businesses continued to pay lip service during the year to the need for lightening their impact on the environment.,lip service
0,"But does it do its famous name justice, or is it only paying lip service?",lip service
0,"A few hours later, the promise unfulfilled, she looks at me in anger when I muse aloud about lip service.",lip service
0,Paying lip service to hot topics is only part of the equation.,lip service
0,"But I will do no such thing – not until the White House does more than pay lip service, anyway.",lip service
0,You're not paying lip service to it.,lip service
0,Holliday’s interest in improving Black lives in her hometown goes beyond lip service.,lip service
0,This opportunity is critical and too rare for mere lip service.,lip service
0,That’s how much lip service we as a society give to our educators.,lip service
0,"Affirming those values today, however, wasn’t lip service.",lip service
0,It’s not lip service.,lip service
0,It's clear from the film's delivery and the way Morrison discusses his work that the sentiment was far more than lip service.,lip service
1,"Savage and Cooke produces Second Glance American Whiskey, The Burning Chair Bourbon, and Lip Service Rye, and Bad Sweater Whiskey all aged in Phinney's wine casks with water and grains from Phinney's property.",lip service
1,"The other three men, who were not provided with life vests, released the cable car, which is powered by gravity midway across the river before a hand crank is used for the ascent up to the opposite bank.",cable car
1,"Chinese state television reports the explosion at the Hushan mine occurred in its ventilator shaft, causing a blockage that damaged the cable car that brought workers in and out of the mine.",cable car
1,"For me, though, the cable car remains an Alpine experience.",cable car
1,"Named as defendants in the lawsuit are Rock Gardens Rafting, Glenwood Canyon Zip Line Adventures; the owner of the cable car, Joseph McKeel; and Chisholm's supervisor that day, Jeffrey Hale.",cable car
1,"Originally built as part of an amusement park, the cable cars offer up views over the tree tops and take visitors straight into the heart of Casa de Campo.",cable car
1,"Defendants knew or should have known the danger posed by use of the cable car at a time when the flow of the Colorado River was at such high volume,"" the lawsuit alleges.",cable car
1,"The initial explosion occurred in the mine’s ventilator shaft, causing a blockage that damaged the cable car.",cable car
1,"the project envisages various means of transport for crossing the bridge: cars, buses, trucks, and trains or in a more spectacular way, a cable car system that passes through the heads of the two 'scylla and charybdis' towers.",cable car
1,"The cable car route has been chosen so that it passes over the Hatta Dam Lake and the Upper Dam Lake where a hydroelectric station is being built, passing through the mountain range until it reaches the summit of Umm Al Nsour.",cable car
1,"And like any other kind of international travel, passengers will have to pass through a security check to access the cable car.",cable car
1,"Moreover, a request for an additional traffic light in Talbiyeh due to the potential dangers that may be caused by a change in traffic regulations has been ignored, just as the municipality ignored the many people who objected to the light rail going through Emek Refaim or a cable car to the Western Wall, against which leading architects and urban planners have campaigned.",cable car
1,"This market growth is attributed to increasing adoption of cable cars and ropeways in tourism industry to attract more customer base, introduction of cable cars in public transport, steady growth of material handling industry where ropeways and cable cars are used for transit, and introduction of technologically advanced products by key market players.",cable car
1,"Environment, Jerusalem and Heritage Minister Ze'ev Elkin added, ""I am pleased that today we have been able to go through another important step in advancing the cable car plan for the Old City.",cable car
1,"The cable car will be a unique tourist attraction, from which tourists and visitors can look down on the city of Jerusalem and its unique sites.",cable car
1,The cable car will serve the Western Wall and those masses who want to reach the Wall today and simply cannot.,cable car
1,"The photos don’t really do this project justice, and, as Zaretskiy freely admits, it might look like a relatively simple cable car.",cable car
1,The cable car is part of a comprehensive set of integrated solutions that will reduce traffic in the area.,cable car
1,"From 1889 to 1891, a competing company, the Metropolitan Railway, ran a line down Granite Street to Wyoming then south and east to South Butte and Meaderville, but that company was merged into the Butte Consolidated Street Railway Company in 1891, and all the lines were electrified about that time except the cable car to Walkerville.",cable car
1,"Cable car systems provide a new form of public transport that is sustainable, extremely fast, reliable and efficient,"" he added.",cable car
1,"Ropeways, cable cars and innovative mobility solutions like funicular railways have been brought under the ambit of Ministry of Road Transport and Highways, Union Minister Nitin Gadkari said on Thursday.",cable car
0,US President Ronald Reagan (Jeff Bergman) learns of Perseus and the threat he poses to the United States and authorizes a black operation to find him.,black operation
0,"Given the FAA conclusion that there is ""high confidence these are not covert military activities,” it is difficult to make a case that the mystery drone activity could have been some sort of classified test or black operation.",black operation
0,"For one thing, Dean says, this made it easier to keep Project Azorian a black operation that was harder to trace.",black operation
0,Let us work with two logical theories; firstly that somebody else is pulling the strings and we are dealing with another black operation (black ops).,black operation
0,Or some black operation with a helicopter by night?” adds Emory.,black operation
0,"Eager to get another look, the CIA sent its industrial experts on another black operation to photograph the craft’s equipment markings, which they hoped would divulge clues about Soviet space production.",black operation
0,"In Venezuela, there’s a black operation that has not been sanctioned by anyone in the US Government where a sitting US Senator and his special operatives are scheming to get money from the Venezuelan president.",black operation
0,This sounded as if I was being pushed out into a black operation.,black operation
0,That is how powerful a black operation can be.,black operation
0,Their plan is to start a war among the cartels by kidnapping the teenage daughter (Isabela Moner) of one kingpin in a very black operation and blaming it on another.,black operation
0,"While the black operation uniforms were reserved for the battlefield, the paramilitary unit would often dress in all white, the Middle East death shroud, likening themselves to martyrs for parades, or even stormtroopers.",black operation
0,"Recently, Brigadier General Viet Luong, whose family left Vietnam in the “black operation” the day before the official evacuation, became the U.S. Army’s first Vietnamese general officer.",black operation
0,"Iain Duncan Smith, the former work and pensions secretary who is one of Leadsom’s most high-profile supporters, said she was “genuinely mortified” but added he believed “we’ve had a real black operation to denigrate her”.",black operation
0,"He quotes one senior undercover officer who said: “We did our best to make it difficult for anyone to understand/reveal our work”, and another saying : “We were part of a ‘black operation’ that absolutely no one knew about and only the police had actually agreed that this was all OK.”",black operation
0,"In the upcoming action blockbuster ""Take Point,"" which tells the story of an elite CIA mercenary force on a black operation near the truce village of Panmunjom on the inter-Korean border, out of 15 actors cast in major roles, 13 are foreigners, including Jennifer Ehle, the English actress who starred in the popular 1995 BBC miniseries ""Pride and Prejudice.""",black operation
0,"Of course, black ops has always been a favored term to use for those oh-so-secretive missions of the highest priority…giving people the impression that anyone involved with a black operation must kick a lot of butt.",black operation
0,"And we also discover that CIA Agent Trent Kort (David Dayan Fisher) was not only in charge of the Frankenstein black operation but a ""guns-for-hire"" covert operation and skimmed money from the operation for his own retirement plan.",black operation
1,"Together, these analyses revealed that climate change has contributed substantially to the growing cost of flooding in the U.S., and that exceeding the levels of global warming agreed upon in the United Nations Paris Agreement is very likely to lead to greater intensification of the kinds of extreme precipitation events that have been most costly and devastating in recent decades.",climate change
1,"For instance, during a September roundtable discussion about the devastating 2020 wildfire season in California—a natural disaster amplified by climate change—Trump said temperatures would “start getting cooler” and to “just watch.”",climate change
1,"Trump rejected the reality of climate change throughout his presidency by pulling the U.S. out of the Paris Climate Accord, rolling back environmental regulations designed to curb greenhouse gas emissions, and frequently spreading unfounded claims about warming global temperatures and their complex social and ecological consequences.",climate change
1,"President Biden campaigned on the necessity of what he called a “Clean Energy Revolution” to address the “existential threat” of climate change, according to his website.",climate change
1,"With two wins in their pocket, and inspired by case studies from Barcelona, Cuba, and Japan, the Jackson team went on to garner a grant from the Robert Wood Johnson Foundation, as part of a $3 million initiative to bring the most impactful ideas from abroad to address the intertwined issues of health, equity, and climate change in U.S. cities.",climate change
1,"By the lawyer’s moral persuasion and negotiation, the client may be prepared to modify its behaviour so as to mitigate the climate change consequences of its projects or activities and promote climate change justice,"" he writes.",climate change
1,"The Biden administration has now taken the same step in the other direction, affirming the new president’s acceptance of the latest science on climate change.",climate change
1,"Their contribution draws on data collected since the 1970s on insect abundance and diversity in the tropics, as well as on observations about climate change that go back even further.",climate change
1,"Those circles include the likes of climate policy researcher Roger Pielke Jr., who has testified about climate change on Capitol Hill.",climate change
1,"Adaptation financing is currently far short of what experts say is needed, at $30 billion per year, or only 5% of the total fund set aside to tackle climate change.",climate change
1,"Climate change is already worsening pollen seasons,” the lead author of the study tells Carbon Brief, adding that this is “bad news for people with respiratory health problems”.",climate change
1,"In this context, the World Bank Group set a target to increase climate finance to 28% of lending and to systematically factor climate change into projects.",climate change
1,"Dr Brendan Moore, a climate policy expert at the Tyndall Centre for Climate Change Research who also works with the Brexit & Environment network, tells Carbon Brief it would probably “make a lot of sense” to link with the EU.",climate change
0,"For all those talents, Shakey is the archetypal backroom boy, the kind of man that doesn’t seek the limelight, that doesn’t need to be out front and centre but instead is happy to be working away diligently in the background, getting the job done.",backroom boy
0,"I'm really a 'backroom boy' and not one for putting myself forward, but I'm quietly pleased - it hasn't really hit me yet.""",backroom boy
0,"Brian remained on the coaching staff under John Giles, Ronnie Allen and Ron Atkinson too, playing his part as a backroom boy as the Throstles crawled back from the depths and into the top flight, taking on all-comers at home and abroad with some of the most dazzling football we’ve ever seen here.",backroom boy
0,Balmond finally cast off his image of 'backroom boy' when he acted as the co- designer for a series of temporary summer pavilions which have been built each year since 2001 beside the Serpentine Gallery in London's Hyde Park.,backroom boy
0,I'm pretty much a backroom boy; I just get on with the day-to-day running of the market.,backroom boy
0,"After all, the measure of a backroom boy may be the power he has, but the distinguishing mark is that he wield it unofficially and unpublicly.",backroom boy
0,Kishor has not been a bureaucrat but he has virtually functioned as a backroom boy working closely with Nitish from 2015 assembly elections onwards.,backroom boy
0,He’s sometimes seemed a backroom boy in his own superstar career.,backroom boy
0,He was a backroom boy with all his skills at hand who could tell you which way the wind is blowing in politics.,backroom boy
0,"As a backroom boy, he quickly acquired a reputation for mastery of the technical side of radio knowledge and his knack of finding solutions.",backroom boy
0,Laurel has been with the show for 10 years and Handy Gary was effectively the backroom boy.,backroom boy
0,"you might not have heard of because he's very much a backroom boy,",backroom boy
0,"Duncan is one of those eternally fascinating unofficial figures, a backroom boy.",backroom boy
0,He bound his last book in 1949 and since that time has been a full-time cultural backroom boy.,backroom boy
0,From backroom boy to JD(U) president: RCP Singh's political journey,backroom boy
0,"Liberals in Vancouver: MLA Andrew Wilkinson, business tycoon Peter Armstrong, political backroom boy Mark Marissen, and developer Peter Wall.",backroom boy
0,"His grandfather was a Commons clerk, too, and had told the budding backroom boy - born at Blakemere House not far from the banks of the River Wye to lengthen an ancestral line straddling the Marches - of the ""agreeable life"" those footsteps lead into.",backroom boy
0,"Private, discrete, a ""backroom boy"" through and through, he was for over two decades a senior behind-the scenes leader of the Anti-Apartheid Movement in London.",backroom boy
1,"The Backroom Boy opens dramatically in China, 1962.",backroom boy
1, Use our free Noise Complaint Letter to help you get started.,noise complaint
1,Big things are happening with Noise Complaint.,noise complaint
1,"Dunedin City Council manager compliance solutions Ros MacGill​ said north Dunedin and the CBD usually generate higher numbers of noise complaints during the academic year, when students are in town, as well as south Dunedin.",noise complaint
1,"Most of our time is spent dealing with noise complaints involving people playing music at excessive volume, especially in north and south Dunedin, but we do get the odd bizarre complaint – rowdy roosters can occasionally cause problems in suburban areas, and a few years ago we even received complaints about raucous tree frogs,” MacGill said.",noise complaint
1,Christchurch City Council head of regulatory compliance Tracey Weston​ said the number of noise complaints varied each week.,noise complaint
1,"East Cambridgeshire, which includes Ely and villages like Soham, Littleport and parts of Newmarket has had 4,999 noise complaints in the last three years.",noise complaint
1,"In fact, being that she was in a hotel were other guests had booked rooms, the threat of a noise complaint lingered in the back of Bickle’s mind.",noise complaint
1,"In fact, there have been so many complaints in East Cambridgeshire that one in 17 people living there has made a noise complaint in the last three years alone.",noise complaint
1,What steps can a landlord take to resolve a noise complaint?,noise complaint
1,The sheriff said that only a few of the noise complaints she's aware of regarding the racetrack may have come from the same addresses.,noise complaint
1,Few noise ordinance citations doesn’t mean noise complaints don’t lead to law enforcement action or that the ordinance isn’t enforced.,noise complaint
1,"The majority of noise complaints lodged were regarding loud music, with 1,779 total complaints.",noise complaint
1,"As a landlord or property manager, you'll likely have to deal with the occasional noise complaint, especially if you're managing a shared living community like an apartment complex.",noise complaint
1,"Hence, you must try to fix the cause of the issue of the complainant and assure and write them a reply to noise complaint letter.",noise complaint
0,"Stagnight was a play on words, suggesting a stag in the wood and also a group of revellers; the drunken mayhem of a stag night.",stag night
0,"It's no surprise, of course: amid a grim spending environment, the pink pound is the holy grail for retailers, and with Elton John and partner David Furnish spending £100,000 on their stag night alone recently, the potential for profit looks obvious.",stag night
0,"The victim, who has not been named but comes from Marchwood, was one of a group of 40 attending the stag night at the pub, which is listed in the Good Food Guide 2012.",stag night
0,Ben insisted he’d merely visited the Canadian strip club where the woman worked on his stag night.,stag night
0,"He said: ""That stag night story started our marriage off badly and if I'm to be completely honest, the day my marriage ended was that stag night, before I even got married.",stag night
0,"The dress' next hapless owner is washing machine repairman Reg Speaks, who is forced into wearing the frock on his stag night at Zinzan's nightclub.",stag night
0,"I know some people will think I'm a prude because it seems this is perfectly acceptable practice to do this sort of thing on a stag night, but I can't help it.",stag night
0,TRIBUTES have been paid to a man who was murdered while celebrating a friend's stag night.,stag night
0,TWO drunken revellers hoping to fly to Northern Ireland for a stag night were arrested by police over the weekend.,stag night
0,"Mark proposes to Julie, and begins elaborate plans for their wedding, including a bizarre stag night.",stag night
0,"Therefore, if you are haunted by a compromising picture of yourself, aged 18, at a stag night, or hamstrung by the report of an old arrest, this could be your ticket to freedom - but it comes at a price.",stag night
0,"Before they agree to stay true to their vows, the men will enjoy a stag night and the ladies will have fun at a hen night.",stag night
